mode,step,simulation_time_ms,sync_error_ms,camera_audio_offset_ms,pose_command_offset_ms,fault_type,severity,message_drop_rate_proxy
M4,13,1300.0,1.4678642780920823,4.3624,16.9082,dropout,mild,0.06972789115646258
M4,14,1400.0,5.906398114881668,1.6784,11.6638,dropout,mild,0.06972789115646258
M4,15,1500.0,13.38608381460098,6.8051,9.3187,dropout,mild,0.06972789115646258
M4,16,1600.0,10.144574694788119,8.0848,8.954,dropout,mild,0.06972789115646258
M4,17,1700.0,9.419474023516166,3.7859,11.5505,dropout,mild,0.06972789115646258
M4,18,1800.0,-4.698749805454522,8.8497,13.0019,dropout,mild,0.06972789115646258
M4,19,1900.0,7.769753616724551,1.8089,8.6306,dropout,mild,0.06972789115646258
M4,20,2000.0,15.048387674210387,2.9516,4.0939,dropout,mild,0.06972789115646258
M4,21,2100.0,-0.9726910770624526,4.2328,3.8042,dropout,mild,0.06972789115646258
M4,22,2200.0,10.650232308962545,4.5269,11.9577,dropout,mild,0.06972789115646258
M4,23,2300.0,6.669955923489759,8.0019,3.9539,dropout,mild,0.06972789115646258
M4,24,2400.0,-1.7895531148707278,3.9708,6.9044,dropout,mild,0.06972789115646258
M4,25,2500.0,15.856995670594646,3.174,12.6219,dropout,mild,0.06972789115646258
M4,26,2600.0,16.898547973550148,13.9059,11.6923,dropout,mild,0.06972789115646258
M4,27,2700.0,31.320494997877557,3.1627,1.6282,dropout,mild,0.06972789115646258
M4,28,2800.0,6.9741694133551615,3.0544,3.7547,dropout,mild,0.06972789115646258
M4,29,2900.0,15.892746840079742,16.7857,13.6523,dropout,mild,0.06972789115646258
M4,30,3000.0,10.557765870289824,18.3389,10.784,dropout,mild,0.06972789115646258
M4,31,3100.0,17.65034371758641,14.7712,12.8186,dropout,mild,0.06972789115646258
M4,32,3200.0,6.977586802252368,8.927,6.5183,dropout,mild,0.06972789115646258
M4,33,3300.0,-1.2306104626397456,12.9618,12.3536,dropout,mild,0.06972789115646258
M4,34,3400.0,11.780401977022134,6.6608,13.726,dropout,mild,0.06972789115646258
M4,35,3500.0,12.813908897775338,13.738,9.3992,dropout,mild,0.06972789115646258
M4,36,3600.0,16.069656088954808,0.1466,16.6606,dropout,mild,0.06972789115646258
M4,37,3700.0,18.430328205249015,7.7882,6.0443,dropout,mild,0.06972789115646258
M4,38,3800.0,3.244308310468357,3.6565,12.0129,dropout,mild,0.06972789115646258
M4,39,3900.0,28.924559165482666,6.6902,3.6703,dropout,mild,0.06972789115646258
M4,40,4000.0,-10.665839943465791,4.1899,10.2241,dropout,mild,0.06972789115646258
M4,41,4100.0,5.4602993978255325,12.7712,6.2603,dropout,mild,0.06972789115646258
M4,42,4200.0,21.721099963168342,6.6162,21.0098,dropout,mild,0.06972789115646258
M4,43,4300.0,29.574988228864974,8.403,4.8196,dropout,mild,0.06972789115646258
M4,44,4400.0,31.423919760817697,13.6933,12.4679,dropout,mild,0.06972789115646258
M4,45,4500.0,38.43552693915133,20.3745,11.6065,dropout,mild,0.06972789115646258
M4,46,4600.0,-2.348691525967282,0.2684,13.4434,dropout,mild,0.06972789115646258
M4,47,4700.0,25.56068208183656,8.2265,2.7582,dropout,mild,0.06972789115646258
M4,48,4800.0,7.137619718876366,3.8252,10.7306,dropout,mild,0.06972789115646258
M4,49,4900.0,4.865484895673897,6.2354,4.2389,dropout,mild,0.06972789115646258
M4,50,5000.0,45.41443685820779,28.368,11.9424,dropout,mild,0.06972789115646258
M4,51,5100.0,1.0783630128332502,11.7616,12.8995,dropout,mild,0.06972789115646258
M4,52,5200.0,17.90701468284846,11.1314,7.1255,dropout,mild,0.06972789115646258
M4,53,5300.0,23.510194295387453,9.338,5.5091,dropout,mild,0.06972789115646258
M4,54,5400.0,-0.16702379227179698,3.6552,6.6189,dropout,mild,0.06972789115646258
M4,55,5500.0,6.907766570153113,6.8771,8.21,dropout,mild,0.06972789115646258
M4,56,5600.0,1.5691261706166326,12.1783,7.9756,dropout,mild,0.06972789115646258
M4,57,5700.0,21.37848063553345,18.9171,10.6564,dropout,mild,0.06972789115646258
M4,58,5800.0,8.4727344483263,4.7734,3.6151,dropout,mild,0.06972789115646258
M4,59,5900.0,19.591654031749943,2.3378,7.7147,dropout,mild,0.06972789115646258
M4,60,6000.0,12.486854453650919,3.0469,6.3642,dropout,mild,0.06972789115646258
M4,61,6100.0,7.800907219140091,8.899,7.1543,dropout,mild,0.06972789115646258
M4,62,6200.0,17.007235286128118,6.6888,10.1577,dropout,mild,0.06972789115646258
M4,63,6300.0,16.13187474392925,9.4492,7.1918,dropout,mild,0.06972789115646258
M4,64,6400.0,2.1691836731716068,1.1024,5.8162,dropout,mild,0.06972789115646258
M4,65,6500.0,15.122786952315419,8.9812,9.2379,dropout,mild,0.06972789115646258
M4,66,6600.0,1.7387078227391535,7.728,7.5954,dropout,mild,0.06972789115646258
M4,67,6700.0,3.981891502896824,11.2378,10.3643,dropout,mild,0.06972789115646258
M4,68,6800.0,4.077829506376149,6.0268,19.2768,dropout,mild,0.06972789115646258
M4,69,6900.0,14.597820316266546,13.5178,14.2185,dropout,mild,0.06972789115646258
M4,70,7000.0,22.27131405476738,10.1801,10.841,dropout,mild,0.06972789115646258
M4,71,7100.0,10.101289839179282,14.17,12.3917,dropout,mild,0.06972789115646258
M4,72,7200.0,-5.967828289147512,4.6289,9.7682,dropout,mild,0.06972789115646258
M4,73,7300.0,24.956852534280372,11.5358,15.1481,dropout,mild,0.06972789115646258
M4,74,7400.0,22.30997251366597,14.9293,16.437,dropout,mild,0.06972789115646258
M4,75,7500.0,11.483772034819763,6.3108,15.634,dropout,mild,0.06972789115646258
M4,76,7600.0,3.0366155965873753,5.8126,6.7685,dropout,mild,0.06972789115646258
M4,77,7700.0,28.493386529145358,17.7845,11.7623,dropout,mild,0.06972789115646258
M4,78,7800.0,6.864121946832287,15.0286,14.9449,dropout,mild,0.06972789115646258
M4,79,7900.0,37.19966382862029,23.3462,11.7268,dropout,mild,0.06972789115646258
M4,80,8000.0,15.097515323769708,13.6239,13.2608,dropout,mild,0.06972789115646258
M4,81,8100.0,6.094248914276163,1.0272,11.8407,dropout,mild,0.06972789115646258
M4,82,8200.0,31.826166287254253,14.1033,16.5511,dropout,mild,0.06972789115646258
M4,83,8300.0,21.641893798250713,4.844,4.1127,dropout,mild,0.06972789115646258
M4,0,0.0,35.72458912708449,0.7996,13.2884,dropout,severe,0.195578231292517
M4,1,100.0,13.158093261429743,15.138,19.7452,dropout,severe,0.195578231292517
M4,2,200.0,16.471042794410106,15.7933,10.7283,dropout,severe,0.195578231292517
M4,3,300.0,33.652839080732264,5.2372,12.2688,dropout,severe,0.195578231292517
M4,4,400.0,-9.381548251134026,1.097,4.6418,dropout,severe,0.195578231292517
M4,5,500.0,-10.971750497723068,6.4971,11.3412,dropout,severe,0.195578231292517
M4,6,600.0,-3.1725226581411228,6.3891,4.0474,dropout,severe,0.195578231292517
M4,7,700.0,23.140390342099884,1.2389,1.0744,dropout,severe,0.195578231292517
M4,8,800.0,-20.19376774997908,9.289,11.5016,dropout,severe,0.195578231292517
M4,9,900.0,19.137235848430297,7.1671,17.2732,dropout,severe,0.195578231292517
M4,10,1000.0,23.5104004173334,8.9474,8.7622,dropout,severe,0.195578231292517
M4,11,1100.0,49.314953498029354,10.51,1.1291,dropout,severe,0.195578231292517
M4,12,1200.0,19.208373882685585,5.8735,12.9286,dropout,severe,0.195578231292517
M4,13,1300.0,14.080653562466637,4.3624,16.9082,dropout,severe,0.195578231292517
M4,14,1400.0,24.706494027294404,1.6784,11.6638,dropout,severe,0.195578231292517
M4,15,1500.0,19.065559116723,6.8051,9.3187,dropout,severe,0.195578231292517
M4,16,1600.0,13.879649180591969,8.0848,8.954,dropout,severe,0.195578231292517
M4,17,1700.0,-11.546286655732922,3.7859,11.5505,dropout,severe,0.195578231292517
M4,18,1800.0,-3.248684055396211,8.8497,13.0019,dropout,severe,0.195578231292517
M4,19,1900.0,10.591991881793234,1.8089,8.6306,dropout,severe,0.195578231292517
M4,20,2000.0,17.355576080244056,2.9516,4.0939,dropout,severe,0.195578231292517
M4,21,2100.0,-27.15473397130138,4.2328,3.8042,dropout,severe,0.195578231292517
M4,22,2200.0,6.696394976140085,4.5269,11.9577,dropout,severe,0.195578231292517
M4,23,2300.0,6.5662265432416715,8.0019,3.9539,dropout,severe,0.195578231292517
M4,24,2400.0,12.984961673197606,3.9708,6.9044,dropout,severe,0.195578231292517
M4,25,2500.0,35.71521323759526,3.174,12.6219,dropout,severe,0.195578231292517
M4,26,2600.0,25.796603031679048,13.9059,11.6923,dropout,severe,0.195578231292517
M4,27,2700.0,-0.6267431437157711,3.1627,1.6282,dropout,severe,0.195578231292517
M4,28,2800.0,-19.421190754022085,3.0544,3.7547,dropout,severe,0.195578231292517
M4,29,2900.0,35.56826437168573,16.7857,13.6523,dropout,severe,0.195578231292517
M4,30,3000.0,5.396189607838801,18.3389,10.784,dropout,severe,0.195578231292517
M4,31,3100.0,21.47225465742021,14.7712,12.8186,dropout,severe,0.195578231292517
M4,32,3200.0,31.21210228243853,8.927,6.5183,dropout,severe,0.195578231292517
M4,33,3300.0,-13.481621489687608,12.9618,12.3536,dropout,severe,0.195578231292517
M4,34,3400.0,13.25908838138444,6.6608,13.726,dropout,severe,0.195578231292517
M4,35,3500.0,35.527836155090164,13.738,9.3992,dropout,severe,0.195578231292517
M4,36,3600.0,26.127889879204226,0.1466,16.6606,dropout,severe,0.195578231292517
M4,37,3700.0,-20.49989155365683,7.7882,6.0443,dropout,severe,0.195578231292517
M4,38,3800.0,-11.756180671905565,3.6565,12.0129,dropout,severe,0.195578231292517
M4,39,3900.0,-9.445407586256348,6.6902,3.6703,dropout,severe,0.195578231292517
M4,40,4000.0,10.984191327205762,4.1899,10.2241,dropout,severe,0.195578231292517
M4,41,4100.0,18.20379935228246,12.7712,6.2603,dropout,severe,0.195578231292517
M4,42,4200.0,-16.69967816910938,6.6162,21.0098,dropout,severe,0.195578231292517
M4,43,4300.0,6.973125680082375,8.403,4.8196,dropout,severe,0.195578231292517
M4,44,4400.0,29.0506974551166,13.6933,12.4679,dropout,severe,0.195578231292517
M4,45,4500.0,30.345639868361836,20.3745,11.6065,dropout,severe,0.195578231292517
M4,46,4600.0,6.198303792497919,0.2684,13.4434,dropout,severe,0.195578231292517
M4,47,4700.0,25.50589469921934,8.2265,2.7582,dropout,severe,0.195578231292517
M4,48,4800.0,-2.118014116120177,3.8252,10.7306,dropout,severe,0.195578231292517
M4,49,4900.0,10.877062641642741,6.2354,4.2389,dropout,severe,0.195578231292517
M4,50,5000.0,34.25420176852686,28.368,11.9424,dropout,severe,0.195578231292517
M4,51,5100.0,12.257317804994333,11.7616,12.8995,dropout,severe,0.195578231292517
M4,52,5200.0,29.246498864431928,11.1314,7.1255,dropout,severe,0.195578231292517
M4,53,5300.0,18.60302128744862,9.338,5.5091,dropout,severe,0.195578231292517
M4,54,5400.0,29.56482546877247,3.6552,6.6189,dropout,severe,0.195578231292517
M4,55,5500.0,0.8627299779634363,6.8771,8.21,dropout,severe,0.195578231292517
M4,56,5600.0,-11.316268548196001,12.1783,7.9756,dropout,severe,0.195578231292517
M4,57,5700.0,30.889605041273082,18.9171,10.6564,dropout,severe,0.195578231292517
M4,58,5800.0,15.05979331583882,4.7734,3.6151,dropout,severe,0.195578231292517
M4,59,5900.0,32.14947273519795,2.3378,7.7147,dropout,severe,0.195578231292517
M4,60,6000.0,-8.284570224243916,3.0469,6.3642,dropout,severe,0.195578231292517
M4,61,6100.0,32.89314132916567,8.899,7.1543,dropout,severe,0.195578231292517
M4,62,6200.0,29.42333620495462,6.6888,10.1577,dropout,severe,0.195578231292517
M4,63,6300.0,8.846446635013109,9.4492,7.1918,dropout,severe,0.195578231292517
M4,64,6400.0,-4.913697189469682,1.1024,5.8162,dropout,severe,0.195578231292517
M4,65,6500.0,25.82740115648373,8.9812,9.2379,dropout,severe,0.195578231292517
M4,66,6600.0,-13.138246730957846,7.728,7.5954,dropout,severe,0.195578231292517
M4,67,6700.0,41.771672371881046,11.2378,10.3643,dropout,severe,0.195578231292517
M4,68,6800.0,1.2378259015100372,6.0268,19.2768,dropout,severe,0.195578231292517
M4,69,6900.0,42.33657821908416,13.5178,14.2185,dropout,severe,0.195578231292517
M4,70,7000.0,4.539093223909259,10.1801,10.841,dropout,severe,0.195578231292517
M4,71,7100.0,34.31900063230462,14.17,12.3917,dropout,severe,0.195578231292517
M4,72,7200.0,-7.835627602397741,4.6289,9.7682,dropout,severe,0.195578231292517
M4,73,7300.0,17.8888456782005,11.5358,15.1481,dropout,severe,0.195578231292517
M4,74,7400.0,38.1566399525585,14.9293,16.437,dropout,severe,0.195578231292517
M4,75,7500.0,19.144857050437338,6.3108,15.634,dropout,severe,0.195578231292517
M4,76,7600.0,24.393327504868253,5.8126,6.7685,dropout,severe,0.195578231292517
M4,77,7700.0,10.93511827797653,17.7845,11.7623,dropout,severe,0.195578231292517
M4,78,7800.0,12.862325592747164,15.0286,14.9449,dropout,severe,0.195578231292517
M4,79,7900.0,44.74262863997107,23.3462,11.7268,dropout,severe,0.195578231292517
M4,80,8000.0,12.912767474215727,13.6239,13.2608,dropout,severe,0.195578231292517
M4,81,8100.0,17.025615916776026,1.0272,11.8407,dropout,severe,0.195578231292517
M4,82,8200.0,17.338796403333745,14.1033,16.5511,dropout,severe,0.195578231292517
M4,83,8300.0,23.38461159873908,4.844,4.1127,dropout,severe,0.195578231292517
M4,0,0.0,15.17450389546007,0.7996,13.2884,sensor_noise,moderate,0.0
M4,1,100.0,15.006103285870646,15.138,19.7452,sensor_noise,moderate,0.0
M4,2,200.0,19.92292254179594,15.7933,10.7283,sensor_noise,moderate,0.0
M4,3,300.0,19.684380537380708,5.2372,12.2688,sensor_noise,moderate,0.0
M4,4,400.0,23.47826802318168,1.097,4.6418,sensor_noise,moderate,0.0
M4,5,500.0,53.9037470962963,6.4971,11.3412,sensor_noise,moderate,0.0
M4,6,600.0,38.9393000226945,6.3891,4.0474,sensor_noise,moderate,0.0
M4,7,700.0,28.159448972882938,1.2389,1.0744,sensor_noise,moderate,0.0
M4,8,800.0,2.217368711048959,9.289,11.5016,sensor_noise,moderate,0.0
M4,9,900.0,7.34908434583684,7.1671,17.2732,sensor_noise,moderate,0.0
M4,10,1000.0,63.13839863504739,8.9474,8.7622,sensor_noise,moderate,0.0
M4,11,1100.0,12.921162150700503,10.51,1.1291,sensor_noise,moderate,0.0
M4,12,1200.0,17.57557312670943,5.8735,12.9286,sensor_noise,moderate,0.0
M4,13,1300.0,27.11697685827623,4.3624,16.9082,sensor_noise,moderate,0.0
M4,14,1400.0,10.71567427330049,1.6784,11.6638,sensor_noise,moderate,0.0
M4,15,1500.0,4.9423322376075305,6.8051,9.3187,sensor_noise,moderate,0.0
M4,16,1600.0,18.65256049788323,8.0848,8.954,sensor_noise,moderate,0.0
M4,17,1700.0,7.785709958527486,3.7859,11.5505,sensor_noise,moderate,0.0
M4,18,1800.0,4.520928356239978,8.8497,13.0019,sensor_noise,moderate,0.0
M4,19,1900.0,47.09206707725675,1.8089,8.6306,sensor_noise,moderate,0.0
M4,20,2000.0,26.566032117492682,2.9516,4.0939,sensor_noise,moderate,0.0
M4,21,2100.0,7.444780179342983,4.2328,3.8042,sensor_noise,moderate,0.0
M4,22,2200.0,23.915044789609702,4.5269,11.9577,sensor_noise,moderate,0.0
M4,23,2300.0,30.160706295308458,8.0019,3.9539,sensor_noise,moderate,0.0
M4,24,2400.0,10.568745290963562,3.9708,6.9044,sensor_noise,moderate,0.0
M4,25,2500.0,39.54886331316648,3.174,12.6219,sensor_noise,moderate,0.0
M4,26,2600.0,12.131158061581942,13.9059,11.6923,sensor_noise,moderate,0.0
M4,27,2700.0,46.100165378095454,3.1627,1.6282,sensor_noise,moderate,0.0
M4,28,2800.0,19.688857884100027,3.0544,3.7547,sensor_noise,moderate,0.0
M4,29,2900.0,36.39887766846889,16.7857,13.6523,sensor_noise,moderate,0.0
M4,30,3000.0,17.95824215963265,18.3389,10.784,sensor_noise,moderate,0.0
M4,31,3100.0,-1.6316023492414438,14.7712,12.8186,sensor_noise,moderate,0.0
M4,32,3200.0,-7.749294844677038,8.927,6.5183,sensor_noise,moderate,0.0
M4,33,3300.0,7.949519958903851,12.9618,12.3536,sensor_noise,moderate,0.0
M4,34,3400.0,27.528817970842343,6.6608,13.726,sensor_noise,moderate,0.0
M4,35,3500.0,10.835488398516087,13.738,9.3992,sensor_noise,moderate,0.0
M4,36,3600.0,-5.0297673430375625,0.1466,16.6606,sensor_noise,moderate,0.0
M4,37,3700.0,6.582624404919841,7.7882,6.0443,sensor_noise,moderate,0.0
M4,38,3800.0,6.121600284922327,3.6565,12.0129,sensor_noise,moderate,0.0
M4,39,3900.0,15.53827799207765,6.6902,3.6703,sensor_noise,moderate,0.0
M4,40,4000.0,12.812027651630238,4.1899,10.2241,sensor_noise,moderate,0.0
M4,41,4100.0,42.59081422893381,12.7712,6.2603,sensor_noise,moderate,0.0
M4,42,4200.0,58.2552798856468,6.6162,21.0098,sensor_noise,moderate,0.0
M4,43,4300.0,59.58392509700779,8.403,4.8196,sensor_noise,moderate,0.0
M4,44,4400.0,-0.20843170057423066,13.6933,12.4679,sensor_noise,moderate,0.0
M4,45,4500.0,24.72008943394598,20.3745,11.6065,sensor_noise,moderate,0.0
M4,46,4600.0,28.577032827075577,0.2684,13.4434,sensor_noise,moderate,0.0
M4,47,4700.0,34.80823812054955,8.2265,2.7582,sensor_noise,moderate,0.0
M4,48,4800.0,41.26025645728618,3.8252,10.7306,sensor_noise,moderate,0.0
M4,49,4900.0,26.860941742066885,6.2354,4.2389,sensor_noise,moderate,0.0
M4,50,5000.0,73.89847578066238,28.368,11.9424,sensor_noise,moderate,0.0
M4,51,5100.0,33.79739005078835,11.7616,12.8995,sensor_noise,moderate,0.0
M4,52,5200.0,49.897299278061666,11.1314,7.1255,sensor_noise,moderate,0.0
M4,53,5300.0,21.901411043513477,9.338,5.5091,sensor_noise,moderate,0.0
M4,54,5400.0,23.386904772571103,3.6552,6.6189,sensor_noise,moderate,0.0
M4,55,5500.0,12.99203776378759,6.8771,8.21,sensor_noise,moderate,0.0
M4,56,5600.0,-4.761958585698327,12.1783,7.9756,sensor_noise,moderate,0.0
M4,57,5700.0,62.225646598919596,18.9171,10.6564,sensor_noise,moderate,0.0
M4,58,5800.0,38.581071559177815,4.7734,3.6151,sensor_noise,moderate,0.0
M4,59,5900.0,30.485011766543117,2.3378,7.7147,sensor_noise,moderate,0.0
M4,60,6000.0,46.164865134279516,3.0469,6.3642,sensor_noise,moderate,0.0
M4,61,6100.0,6.6845823585512,8.899,7.1543,sensor_noise,moderate,0.0
M4,62,6200.0,-2.320620432194964,6.6888,10.1577,sensor_noise,moderate,0.0
M4,63,6300.0,43.299055552085065,9.4492,7.1918,sensor_noise,moderate,0.0
M4,64,6400.0,-1.8959841960879515,1.1024,5.8162,sensor_noise,moderate,0.0
M4,65,6500.0,18.146141618768297,8.9812,9.2379,sensor_noise,moderate,0.0
M4,66,6600.0,19.098514734107685,7.728,7.5954,sensor_noise,moderate,0.0
M4,67,6700.0,26.789576205297713,11.2378,10.3643,sensor_noise,moderate,0.0
M4,68,6800.0,37.70711901166833,6.0268,19.2768,sensor_noise,moderate,0.0
M4,69,6900.0,38.98432567281522,13.5178,14.2185,sensor_noise,moderate,0.0
M4,70,7000.0,29.204265478116483,10.1801,10.841,sensor_noise,moderate,0.0
M4,71,7100.0,8.374267922983154,14.17,12.3917,sensor_noise,moderate,0.0
M4,72,7200.0,20.48378403081783,4.6289,9.7682,sensor_noise,moderate,0.0
M4,73,7300.0,2.5064005390980917,11.5358,15.1481,sensor_noise,moderate,0.0
M4,74,7400.0,66.20387857215093,14.9293,16.437,sensor_noise,moderate,0.0
M4,75,7500.0,-4.03246682872803,6.3108,15.634,sensor_noise,moderate,0.0
M4,76,7600.0,13.645982902385798,5.8126,6.7685,sensor_noise,moderate,0.0
M4,77,7700.0,6.507463697517895,17.7845,11.7623,sensor_noise,moderate,0.0
M4,78,7800.0,10.447206854418264,15.0286,14.9449,sensor_noise,moderate,0.0
M4,79,7900.0,38.25851147777692,23.3462,11.7268,sensor_noise,moderate,0.0
M4,80,8000.0,25.973954226711964,13.6239,13.2608,sensor_noise,moderate,0.0
M4,81,8100.0,41.03393264662119,1.0272,11.8407,sensor_noise,moderate,0.0
M4,82,8200.0,36.710418287330334,14.1033,16.5511,sensor_noise,moderate,0.0
M4,83,8300.0,23.96412487388533,4.844,4.1127,sensor_noise,moderate,0.0
